Name,Latitude,Longitude,Votes,Rating,Type,City
Flower Child,29.75697,-95.45693,303,4.5,indian,houston
Spindletop,29.756919,-95.369435,273,3.5,indian,houston
Hugo's,29.74317,-95.39977,1271,4.0,indian,houston
Spanky's,29.6949,-95.2996,260,4.0,indian,houston
The Union Kitchen,29.8186757,-95.4293346,381,4.0,indian,houston
The Boot,29.803425,-95.420311,310,3.5,indian,houston
Petrol Station,29.8213393,-95.4239446,694,4.0,indian,houston
Hopdoddy Burger Bar,29.7435167,-95.4536324,740,3.5,indian,houston
Roostar Vietnamese Grill,29.7313251,-95.4753633,687,4.5,indian,houston
Cavatore Italian Restaurant,29.8052,-95.42883,343,3.5,indian,houston
Pappas Seafood House,29.739089,-95.4102888,202,4.0,indian,houston
HS Green,29.7325599889764,-95.4640570655465,339,4.5,indian,houston
Bovine & Barley,29.76114,-95.36197,250,3.5,indian,houston
Pho Binh,29.781788,-95.390205,392,4.0,indian,houston
Soul Food Vegan,29.73596,-95.36347,201,3.5,indian,houston
Velvet Taco,29.7700614929199,-95.4101257324219,1858,4.0,indian,houston
House of Fries,29.843105,-95.472766,231,4.5,indian,houston
Politan Row - Houston,29.71655,-95.4164,33,3.5,indian,houston
Downtown Aquarium,29.7642702707008,-95.3673791885376,767,3.0,indian,houston
Gyro King,29.698073,-95.387614,704,4.5,indian,houston
The Pastry War,29.7620197966518,-95.3612599099258,317,4.0,indian,houston
BuffBurger,29.738828,-95.399186,229,4.0,indian,houston
RA Sushi,29.7418815,-95.4435881,745,3.5,indian,houston
Pepper Twins,29.7530888020992,-95.40378279984,282,4.0,indian,houston
Harris County General Store Barbecue,29.74703,-95.30759,15,5.0,indian,houston
Barnaby's Cafe,29.721761,-95.382537,586,4.0,indian,houston
Sonoma Wine Bar & Restaurant,29.7344229,-95.4208099,236,4.0,indian,houston
The Union Kitchen,29.770879,-95.422966,232,4.0,indian,houston
Cafe Ginger,29.754342,-95.402018,371,4.0,indian,houston
Gyro Hut,29.69939,-95.3857,223,4.5,indian,houston
House Of Hoopz Crawfish,29.7523023722423,-95.354887470603,43,4.5,indian,houston
Poitín Bar & Kitchen,29.7701177386825,-95.3822795350571,274,3.5,indian,houston
Hungry's,29.71784,-95.41363,717,3.5,indian,houston
Ouisie's Table,29.746008,-95.443169,507,3.5,indian,houston
Watershed,29.6714359176385,-95.4596153178446,68,5.0,indian,houston
Aladdin Mediterranean Grill - Garden Oaks,29.8166847925393,-95.4307027906179,126,4.5,indian,houston
Atlas Diner,29.7619967538176,-95.3621832202955,9,4.5,indian,houston
