Name,Latitude,Longitude,Votes,Rating,Type,City
Fajitas Sunrise,40.7002830505371,-73.8988723754883,156.0,3.5,mexican,ny
West End Taqueria,40.795549,-73.973394,43.0,4.5,mexican,ny
Calexico - Union Street,40.684151,-74.00254040000002,253.0,3.5,mexican,ny
Hungry Burrito,40.72164,-73.93835,15.0,4.0,mexican,ny
Taqueria Downtown,40.7162,-74.04451,1698.0,4.0,mexican,ny
Taqueria Maria and Ricardo,40.63906,-73.96925999999999,66.0,4.5,mexican,ny
Lucy's Cantina Royale,40.751757506263,-73.99289582153271,687.0,2.5,mexican,ny
Las Margaritas,40.633339899999996,-74.02719,210.0,4.0,mexican,ny
Malinche Mexican Restaurant,40.663583,-73.951128,8.0,5.0,mexican,ny
QDOBA Mexican Eats,40.698659899999996,-73.91835,35.0,4.0,mexican,ny
Habanero Cafe Mexican Grill,40.70058,-73.94408,57.0,3.5,mexican,ny
Tacos Los Poblanos,40.643196,-74.012781,37.0,4.5,mexican,ny
Baby Bo's Cantina,40.74514,-73.97598,610.0,3.5,mexican,ny
Gina Mexicana,40.763456,-73.966753,149.0,3.0,mexican,ny
Adobe Blues,40.643234,-74.095314,270.0,4.0,mexican,ny
Mariachi's,40.715751000000004,-74.01021899999999,235.0,3.5,mexican,ny
Taquitos Mexico,40.623010859141395,-74.0011579838332,200.0,4.0,mexican,ny
Taqueria Diana,40.75652,-73.99371,200.0,3.5,mexican,ny
Orale Mexican Kitchen,40.720535999999996,-74.042976,1056.0,4.0,mexican,ny
El Cantinero,40.73364,-73.99324,534.0,3.0,mexican,ny
Caliente Cab,40.7318059,-74.0035903,792.0,2.5,mexican,ny
Arriba Arriba Midtown,40.7641288111074,-73.9882850646973,876.0,3.5,mexican,ny
Ponche Taqueria & Cantina,40.76319,-73.99045,491.0,4.0,mexican,ny
Cielito Lindo Bistro,40.67450529999999,-73.94988359999999,12.0,4.0,mexican,ny
Cinco de Mayo Restaurant,40.639881,-73.96688,209.0,4.0,mexican,ny
Los Tacos City Habanero,40.744014450492294,-73.9537688118532,30.0,4.5,mexican,ny
Taco Electrico,40.736544,-73.988442,82.0,3.5,mexican,ny
Taqueria Sofia,40.7000869,-73.9257427,113.0,4.0,mexican,ny
Cascabel Taqueria,40.7743636,-73.9539916,395.0,3.5,mexican,ny
El Paso Taqueria,40.787296295166,-73.9528121948242,218.0,3.0,mexican,ny
Xochitl Taqueria,40.68232113976521,-73.9608860896543,148.0,3.5,mexican,ny
Taqueria La Placita Puebla,40.699081,-73.93946,50.0,4.0,mexican,ny
Los Portales,40.7631768211379,-73.9282260153443,259.0,4.0,mexican,ny
Great Burrito,40.7428322,-73.9930115,242.0,4.0,mexican,ny
Mexico Diner,40.6387,-73.96963000000001,92.0,4.5,mexican,ny
Iguana Restaurant & Dance Lounge,40.7642063,-73.9832105,834.0,3.0,mexican,ny
Oaxaca Taqueria,40.7453117370605,-73.9795227050781,120.0,3.5,mexican,ny
Leslie's Kitchen,40.70136,-73.92663,33.0,4.5,mexican,ny
Maizal Restaurant,40.61831,-74.06958,236.0,3.5,mexican,ny
Dos Toros Taqueria,40.75352,-73.97418,174.0,3.5,mexican,ny
Oaxaca Taqueria,40.688233000000004,-73.986593,83.0,3.0,mexican,ny
El Burrito Nacho,40.68465,-73.91405999999999,54.0,4.0,mexican,ny
Mezquite Restaurant,40.76167,-73.9109,257.0,4.0,mexican,ny
Border Burrito,40.71403,-73.96146999999999,25.0,4.0,mexican,ny
Las Margaritas Restaurant & Bar,40.70541,-73.89673,58.0,4.0,mexican,ny
