Name,Latitude,Longitude,Votes,Rating,Type
Lilia,40.71757,-73.95236,753,4.0,american
Izakaya MEW,40.7501853096499,-73.9863203465939,2215,4.0,american
XYST,40.73874,-73.99444,292,4.5,american
The Ryerson,40.67478,-73.95018,39,5.0,american
Set L.E.S,40.7198495417833,-73.9885318279266,427,4.0,american
Gotham West Market,40.7624395,-73.9971462,550,4.0,american
Bunker,40.7105638,-73.9233984,710,4.0,american
Manhatta,40.707762,-74.008851,414,4.5,american
Moloko,40.6949690078622,-73.954842,163,4.5,american
The Grey Dog - Union Square,40.733828,-73.993052,1033,4.0,american
Defontes,40.6789444357833,-74.0053691263199,321,4.5,american
Minnie's,40.72045,-73.98448,128,4.0,american
Norikoh,40.7433,-73.99137,18,4.5,american
The Bao Shoppe,40.7143451,-73.9905184,191,4.0,american
Melba's,40.8031468838453,-73.9565069228411,1021,4.0,american
Saiguette,40.79902,-73.96281,596,4.5,american
Williamsburg Smorgasburg - Saturday,40.721021,-73.962177,1106,4.5,american
Taco Dumbo,40.700601,-73.988467,181,4.0,american
The Flatiron Room,40.74452,-73.99049,769,4.5,american
Totto Ramen - Midtown East,40.7562184833974,-73.9679722894107,1103,4.0,american
Havana NY,40.75189,-73.98517,260,4.0,american
Sushi by Bou Times Square,40.75851,-73.98322,523,4.5,american
Lobster Joint,40.7354,-73.95528,645,4.0,american
Maison Premiere,40.7142031,-73.9614855,1136,4.0,american
The Brooklyn Tree,40.70734,-73.94186,145,4.5,american
Diller,40.716465,-73.989078,39,5.0,american
Galli,40.72161,-74.00127,901,4.0,american
Russ & Daughters Cafe,40.7196253171697,-73.9895758930263,950,4.0,american
DeStefano's Steakhouse,40.71503,-73.94767,803,4.5,american
Sugarcane Raw Bar Grill,40.703799,-73.992343,549,4.0,american
Per Se,40.7681528889558,-73.9827629623657,1623,4.5,american
Bangia,40.746854,-73.9845201,351,4.0,american
Sweetwater Restaurant,40.7184736,-73.9600178,353,4.0,american
Marea,40.7674213694566,-73.9810554368179,1990,4.0,american
Pates Et Traditions,40.71485,-73.95466,824,4.5,american
Lupa,40.7276,-74.000045,1501,4.0,american
Balaboosta,40.73769,-74.00584,39,4.0,american
Sama Street,40.73287,-73.95448,69,5.0,american
Mu Ramen,40.743797,-73.950631,1196,3.5,american
Walter's,40.6894111633301,-73.973258972168,501,4.0,american
Los Papi's,40.7021,-73.98444,75,4.0,american
Spoon Table & Bar,40.7469069957733,-73.9831063896418,417,4.0,american
China Xiang 中国湘,40.7582902125633,-73.9925113993899,438,4.0,american
The Burgary,40.7193370804105,-73.9850228946549,243,4.5,american
983-Bushwick's Living Room,40.703087,-73.933403,392,4.0,american
Ruffian,40.7264,-73.98411,197,4.5,american
Dudley's,40.71798,-73.99042,683,4.0,american
Izakaya,40.72667,-73.98738,246,4.0,american
The Hideaway Seaport,40.7080634,-74.002083,83,4.0,american
Take31,40.7463,-73.984809,569,4.0,american
Joey Bats Café,40.72006,-73.99037,227,5.0,american
