Name,Latitude,Longitude,Votes,Rating,Category,City
The Wine Cellar,29.7624808,-95.36676625,39,2.5,Mediterranean,Houston
Think Tacos,29.80506,-95.42258,14,5,Mexican,Houston
Thomas Bar B-Q,29.812075,-95.427551,55,3,BBQ,Houston
Thomas Bar B-Q,29.84600867,-95.39224312,14,3,BBQ,Houston
Tia Maria's,29.8069049,-95.4575466,259,3.5,Mexican,Houston
Tila's Restaurante & Bar,29.75028,-95.40694,1,1,Mexican,Houston
Tila's Tacos Truckeria,29.750339,-95.4069018,47,2,Mexican,Houston
Tomas Bakery,29.80917978,-95.38972769,5,4,Mexican,Houston
Tommy's Grill & Cafe,29.74481595,-95.462324,43,3.5,BBQ,Houston
Tony's Mediterranean Grill,29.75744,-95.36518,6,3.5,Mediterranean,Houston
Tony's Mexican Restaurant,29.80644848,-95.42887734,284,3.5,Mexican,Houston
Torchy's Tacos,29.74397411,-95.41063158,1350,4,Mexican,Houston
Torchy's Tacos,29.71688323,-95.41517408,919,4,Mexican,Houston
Torchy's Tacos,29.80274354,-95.40345419,675,3.5,Mexican,Houston
Torchy's Tacos,29.757757,-95.354561,17,3.5,Mexican,Houston
Torchy's Tacos,29.7221012,-95.4411151,54,3,Mexican,Houston
Tortas El Angel,29.78926,-95.40954,53,4,Mexican,Houston
Tortilleria El Maizal,29.70374489,-95.27763916,2,5,Mexican,Houston
Tortilleria La Fe,29.6736894,-95.27092963,10,4,Mexican,Houston
Tortilleria La Milpa,29.77135755,-95.24781436,3,4,Mexican,Houston
Tortilleria Zacatecas,29.6756682,-95.2660218,2,4.5,Mexican,Houston
Tortilleria Zacatecas,29.7171851,-95.2965366,1,1,Mexican,Houston
Tostada Regia,29.68512566,-95.27923563,42,3.5,Mexican,Houston
Tostada Regia,29.77367,-95.30353,8,3.5,Mexican,Houston
Tostada Regia - Airline,29.86067,-95.38556,40,3,Mexican,Houston
Tostada Regia Crosstimbers,29.82878,-95.37571,8,2.5,Mexican,Houston
TRIBUTE at The Houstonian,29.769047,-95.459961,27,4.5,Mexican,Houston
Trigos Mexican Restaurant,29.8126289,-95.3693788,17,4,Mexican,Houston
True Bark BBQ,29.73843,-95.40781,3,5,BBQ,Houston
Truth BBQ,29.76892,-95.39742,253,4.5,BBQ,Houston
Two Brothers Smokin Oak Kitchen,29.67293,-95.4445,23,5,BBQ,Houston
Uberrito,29.7753174,-95.4109759,74,3.5,Mexican,Houston
Unos P'nches Tacos,29.80414567,-95.37787568,203,4.5,Mexican,Houston
Velvet Taco,29.77006149,-95.41012573,1857,4,Mexican,Houston
Victorian's Barbecue,29.7604267,-95.3698028,7,4.5,BBQ,Houston
Villa Arcos,29.75569,-95.33947,223,4,Mexican,Houston
Vincent's Restaurant,29.7572383,-95.39504277,173,3.5,Italian,Houston
Vinoteca Poscol,29.74476,-95.3893499,119,4,Italian,Houston
Warehouse 72,29.785959,-95.465455,86,4,Italian,Houston
Warehouse 72,29.785959,-95.465455,86,4,Mediterranean,Houston
What a Taco,29.74288,-95.38891,10,3,Mexican,Houston
Willow's Texas BBQ,29.80270928,-95.4185329,61,5,BBQ,Houston
Xochi,29.754551,-95.3582,699,4,Mexican,Houston
Yia Yia Mary's,29.74753,-95.45791,699,3.5,Mediterranean,Houston
Your Pie,29.75229645,-95.36842432,254,4.5,Italian,Houston
Zoes Kitchen,29.74209713,-95.4427541,110,4,Mediterranean,Houston
Zoes Kitchen,29.77043086,-95.40125094,177,3.5,Mediterranean,Houston
Zoes Kitchen,29.80374038,-95.4012017,77,3.5,Mediterranean,Houston
Zoes Kitchen,29.71821639,-95.41647971,86,3.5,Mediterranean,Houston
83 1/2,40.775354,-73.951216,162,4,Italian,New York
Feb-30,40.72960885,-74.00074185,8,4.5,Mediterranean,New York
‘ritas,40.76333319,-73.98879961,20,4,Mexican,New York
1 Bite Mediterranean,40.75938,-73.962486,18,3,Mediterranean,New York
10 Corso Como,40.707053,-74.00278,70,4,Italian,New York
107 West Restaurant,40.8026581,-73.9680786,94,3.5,Mexican,New York
10th & Willow Bar & Grill,40.74903,-74.03086,302,3,BBQ,New York
15 Fox Place,40.73371,-74.07251,111,4.5,Italian,New York
1742 Wine Bar,40.780723,-73.949302,916,3.5,Italian,New York
19 Cleveland By Nish Nush,40.72164,-73.99722,121,4.5,Mediterranean,New York
211 New Taco Grill,40.73317,-73.98616,45,2.5,Mexican,New York
2W!ngz,40.7475815,-73.9542618,1,3,BBQ,New York
3 Coffee Beans Restaurant,40.7240767,-74.06484537,61,4,Mexican,New York
3 Giovani,40.72907,-73.99839,131,3.5,Italian,New York
3 Guys Gyro,40.70626,-73.94319,28,4.5,Mediterranean,New York
3Greeks Grill,40.762035,-73.942101,124,4,Mediterranean,New York
403 Restaurant,40.644306,-73.976409,20,4,Mexican,New York
5 De Mayo Food Market,40.74769715,-73.88445944,4,4,Mexican,New York
7 Old Fulton Restaurant,40.70299,-73.99383,260,2.5,Italian,New York
80 River,40.73618,-74.029424,1,5,Italian,New York
8th Hill,40.7804353,-73.9764397,30,4,Mediterranean,New York
99 Favor Taste,40.728833,-73.988094,579,4,BBQ,New York
99 Favor Taste,40.7176199,-73.99249,1779,4,BBQ,New York
99 Favor Taste,40.6355691,-74.0115482,725,4,BBQ,New York
A-1 Grill,40.65895,-74.1228299,36,4,Mediterranean,New York
ABA Turkish Restaurant,40.7672794,-73.98387276,498,4,Mediterranean,New York
Abajo,40.7191772,-74.0043869,7,3.5,Mexican,New York
Abbey's BBQ Grill,40.72369,-74.0492706,3,2.5,BBQ,New York
Abbondanza Trattoria & Brick Oven Pizza,40.71599,-74.0455099,236,3.5,Italian,New York
Abide Brooklyn Pita,40.66772198,-73.98071755,87,3.5,Mediterranean,New York
Abuela Antonia Mexican Restaurant,40.67499,-73.91091,6,4.5,Mexican,New York
Abuqir Seafood,40.7683,-73.9110794,110,5,Mediterranean,New York
Acapulco,40.7367,-73.95517,275,4,Mexican,New York
Acqua Restaurant NYC,40.7082567,-74.001797,367,4,Italian,New York
Acqua Santa,40.71701,-73.95663,258,3.5,Italian,New York
Adalya,40.73620947,-73.9874085,127,4,Mediterranean,New York
Addy's Barbeque,40.76169,-73.91708,137,4,BBQ,New York
Adobe Blues,40.643234,-74.095314,269,4,Mexican,New York
Adoro Lei,40.725612,-74.007916,278,4.5,Italian,New York
Adriana's Mexican Cuisine,40.62159,-73.96070002,8,4.5,Mexican,New York
Adrienne's Pizzabar,40.7043362,-74.0101733,1630,4,Italian,New York
Agave,40.734767,-74.002415,1272,3.5,Mexican,New York
Agave,40.74566,-73.97852,42,2.5,Mexican,New York
Agnanti,40.7809792,-73.9179077,446,3.5,Mediterranean,New York
Ai Fiori,40.7500752,-73.9837835,1231,4,Italian,New York
Aita,40.686412,-73.966629,249,4,Italian,New York
Aita Trattoria,40.67120951,-73.95792556,171,4,Italian,New York
Akdeniz Mediterranean Restaurant,40.75651971,-73.98000183,390,4,Mediterranean,New York
Al Ameera Restaurant,40.78548546,-74.02300224,57,4,Mediterranean,New York
Al Di La Trattoria,40.67533264,-73.98134048,882,4,Italian,New York
Al Horno Lean Mexican Kitchen,40.61973,-74.03276,22,4.5,Mexican,New York
Al Horno Lean Mexican Kitchen,40.75967,-73.96525,120,3.5,Mexican,New York
Al Horno Lean Mexican Kitchen,40.70459381,-74.00928877,58,3,Mexican,New York
Al Horno Lean Mexican Kitchen,40.72504,-73.98739,37,3,Mexican,New York
Al Horno Lean Mexican Kitchen,40.74004,-73.98453,86,3,Mexican,New York
Al Horno Lean Mexican Kitchen,40.762149,-73.990997,238,3.5,Mexican,New York
Alan's Falafel WTC 2,40.7129027,-74.01155055,5,3.5,Mediterranean,New York
Alan's Kitchen Mexican Cuisine,40.75942645,-73.9905066,27,5,Mexican,New York
Alba's Pizza & Restaurant,40.77375,-73.90778,249,4,Italian,New York
Alchemy,40.68129495,-73.97725054,455,3.5,BBQ,New York
Aldo's,40.60670201,-73.96339215,9,3.5,Mexican,New York
Aldys Restaurant,40.7590884,-74.0436112,12,5,Mexican,New York
Alebrije Mexican Restaurant And Cafe,40.70182,-73.91952,7,3.5,Mexican,New York
Alex's Italian Restaurant & Brick Oven Pizza,40.72046659,-74.04283325,534,4,Italian,New York
Ali Baba,40.747742,-74.028024,263,4,Mediterranean,New York
Ali Baba's Turkish Cuisine,40.75236,-73.97001,274,3,Mediterranean,New York
Aliada,40.76254,-73.926199,363,4,Mediterranean,New York
Alidoro,40.75097,-73.98108,200,4,Italian,New York
Allora Ristorante,40.75433,-73.97277,510,4.5,Italian,New York
Alma Restaurant,40.68557,-74.00215,484,3.5,Mexican,New York
AlMar,40.702662,-73.989177,425,4,Italian,New York
Alphonso's Pizzeria & Trattoria,40.7143,-73.98172,120,4,Italian,New York
Alta,40.73451638,-73.99833696,1870,4,Mediterranean,New York
Alta Calidad,40.68011,-73.96818,182,4,Mexican,New York
Alta Calidad,40.680134,-73.968232,3,3,Mexican,New York
Altesi Downtown,40.72511,-74.00333,60,4,Italian,New York
Altesi Ristorante,40.76667,-73.96959,61,3.5,Italian,New York
Amali,40.76335574,-73.96862969,377,4,Italian,New York
Amaranth Restaurant,40.76581192,-73.97027588,88,3,Mediterranean,New York
Amaranto Mexican Restaurant,40.703111,-73.921892,334,4.5,Mexican,New York
Amarone NY,40.7617199,-73.99002,310,4,Italian,New York
Amata,40.759426,-73.967063,80,4,Italian,New York
Amelia Grilled Burrito,40.7142741,-73.94591,12,4,Mexican,New York
Amici Ristorante,40.71981,-73.99722,7,4.5,Italian,New York
Ammazzacaffè,40.7113172,-73.9446243,149,4.5,Italian,New York
Amorina Cucina Rustica,40.677558,-73.969207,220,4,Italian,New York
Anassa Taverna,40.762037,-73.9660633,299,3.5,Mediterranean,New York
Anda Lucia Bar & Lounge,40.68568,-73.911933,25,4.5,Italian,New York
Anejo,40.762577,-73.992919,662,3.5,Mexican,New York
Anejo Tribeca,40.7193829,-74.004417,353,4,Mexican,New York
Anemos Estiatorio,40.75599486,-73.9193927,15,4.5,Mediterranean,New York
Angeletto Restaurant,40.753188,-73.969365,183,4.5,Italian,New York
Angelina Cafe,40.723511,-73.9856494,142,3.5,Mediterranean,New York
Angelo Bellini,40.7570801,-73.9685135,117,3,Italian,New York
Angelo's Coal Oven Pizzeria,40.76492,-73.97794,841,4,Italian,New York
Angelo's Pizza,40.76381699,-73.98274209,473,3.5,Italian,New York
Anis Modern Mediterranean,40.75276771,-73.92750207,2,4,Mediterranean,New York
Anka Grill,40.7593033,-73.9705061,213,3.5,Mediterranean,New York
Annabelle's Pastaria,40.61883,-74.021346,78,4,Italian,New York
Anthony & Son Panini Shoppe,40.71792,-73.945234,310,4,Italian,New York
Antica Pesa,40.71884,-73.95865,369,3.5,Italian,New York
Antica Ristorante,40.70393551,-74.01217318,490,4.5,Italian,New York
Antica Ristorante,40.72066116,-74.0043869,47,3.5,Italian,New York
Antica Trattoria,40.70471419,-73.89617778,127,4,Italian,New York
Antico Noe,40.75716,-73.96864,176,4.5,Italian,New York
Antika,40.76466,-73.91722,418,3.5,Italian,New York
Antique Garage Soho,40.72152,-74.00142,403,3.5,Mediterranean,New York
Antique Garage Tribeca,40.71972,-74.00397,92,4,Mediterranean,New York
Antojito Mexicano,40.74603807,-73.99051919,37,4.5,Mexican,New York
Antojitos El Atoradero,40.6787553,-73.982814,2,5,Mexican,New York
Antojitos Mexicanos,40.705406,-73.943206,38,3.5,Mexican,New York
Antojitos mexicanos,40.63984,-74.01598,2,5,Mexican,New York
Antonio's Kitchen,40.7704153,-73.89330036,124,3.5,Italian,New York
Antonucci Cafe,40.77574,-73.95689,132,4,Italian,New York
Apollonia,40.70785,-73.94476,26,4.5,Mediterranean,New York
Aqui En Bella Puebla,40.74891463,-73.87219973,27,3.5,Mexican,New York
Arabesque,40.74929,-73.98317,402,3.5,Mediterranean,New York
Arancini Bros,40.718597,-73.988154,39,4,Italian,New York
Arancini Bros,40.70389175,-73.94474792,7,5,Italian,New York
Arba,40.78438,-73.97392,16,4.5,Mediterranean,New York
Arco Cafe,40.7988462,-73.967065,259,4.5,Italian,New York
Arco Cafe,40.7988462,-73.967065,259,4.5,Mediterranean,New York
Arepitas,40.72972096,-73.99021319,5,4.5,Mexican,New York
Aria Wine Bar,40.73512,-74.00671,659,3.5,Italian,New York
Aria Wine Bar,40.76413,-73.98826,392,3.5,Italian,New York
Armani Ristorante,40.76184632,-73.97422998,226,4,Italian,New York
Armondo's Italian Restaurant,40.7545652,-73.8934414,48,4.5,Italian,New York
Armonie,40.79979192,-73.94257535,108,4,Italian,New York
Arno Ristorante,40.7534599,-73.98842,210,3.5,Italian,New York
Aroma A Mexico Taqueria,40.66637,-73.99246,60,3,Mexican,New York
Aroma Trattoria,40.76549,-73.98355,45,4.5,Italian,New York
Arriba Arriba Midtown,40.76412881,-73.98828506,873,3.5,Mexican,New York
Arriba Arriba Sunnyside,40.74413,-73.92352,219,3,Mexican,New York
Arrogant Swine,40.7100372,-73.9334946,290,3.5,BBQ,New York
Arte Cafe,40.74295,-73.99627,69,3.5,Italian,New York
Arte Cafe,40.778494,-73.978869,573,3,Italian,New York
Arte Restaurant,40.73241,-73.99462,92,3.5,Italian,New York
Artichoke Basille's Pizza,40.74402393,-74.00642203,1558,3.5,Italian,New York
Arturo's,40.72735633,-74.00049448,663,4,Italian,New York
Arturo's,40.775478,-73.947847,64,4,Italian,New York
Asellina,40.74391,-73.9839,358,3.5,Italian,New York
Asian Taste,40.660945,-73.994533,55,3,BBQ,New York
Astoria Pizza Factory,40.7786345,-73.90264851,149,4.5,Italian,New York
Astoria Seafood,40.754,-73.9298699,635,4,Mediterranean,New York
Astoria Seafood and Grill,40.76586,-73.91304,62,4.5,Mediterranean,New York
Athena Mediterranean Cuisine,40.66476,-73.98648,329,4,Mediterranean,New York
Athens Grill & Sports Bar,40.76718084,-73.92186485,191,4,Mexican,New York
Atla,40.7271874,-73.9938924,274,3.5,Mexican,New York
Atomic Wings,40.73239,-74.00152,27,2,BBQ,New York
Attraversa,40.71922,-74.00603,49,4.5,Italian,New York
Attraversa Hell's Kitchen,40.76364,-73.98678,108,4,Italian,New York
Attraversa West Village,40.72900586,-74.00331282,20,5,Italian,New York
Au Jus,40.67671598,-73.96341193,19,4.5,BBQ,New York
Au Za'atar,40.728901,-73.981185,785,4,Mediterranean,New York
Augustino's,40.75024,-74.02732,281,4,Italian,New York
Aumm Aumm Pizzeria & Wine Bar,40.79789,-74.00231,338,4.5,Italian,New York
Aunt Jake's,40.7190315,-73.9977161,1390,4,Italian,New York
Aunt Jake's,40.73329,-73.99852,215,4,Italian,New York
Aurora,40.715621,-73.964757,583,4,Italian,New York
Aurora Soho,40.723543,-74.003199,451,4,Italian,New York
Authentic Mexican Cuisine & American Fast Food Cart,40.71531,-73.96043,8,4,Mexican,New York
Automatic Slims,40.73632,-74.00817,92,3.5,Mexican,New York
Avena Downtown,40.7289,-74.00216,56,4.5,Italian,New York
Avere Ristorante,40.6915079,-73.9849649,17,4,Italian,New York
Avlee Greek Kitchen,40.679911,-73.994879,254,4.5,Mediterranean,New York
Avocados Mexican grill,40.60429,-73.97427,2,4.5,Mexican,New York
Avra Estiatorio,40.75513,-73.97245,851,4,Mediterranean,New York
Avra Madison,40.7644,-73.97166,260,4,Mediterranean,New York
Ayza Wine & Chocolate Bar,40.74717747,-73.98701131,1629,4,Mediterranean,New York
Azalea Ristorante,40.7621418,-73.9841952,267,4,Italian,New York
Aztec Soul,40.68141578,-73.87194041,75,3.5,Mexican,New York
Azteca Bakery Grocery,40.6979434,-73.9028174,6,4.5,Mexican,New York
Azteca Maya,40.68523596,-73.87275236,9,4,Mexican,New York
Azteca Restaurant,40.743449,-73.9237466,7,4.5,Mexican,New York
Azteca Taqueria Restaurant,40.7624358,-74.04113908,5,5,Mexican,New York
Azul Tequila Mexican Restaurant,40.6988293,-73.9191928,16,2.5,Mexican,New York
Azumma,40.71897,-74.00102,15,4,Mexican,New York
B Side Pizza & Wine Bar,40.76394,-73.9883399,1083,4.5,Italian,New York
B Squared,40.7615509,-73.9906616,419,4.5,Italian,New York
B'klyn Burro,40.6827188,-73.9640973,99,4,Mexican,New York
Ba'al Cafe & Falafel,40.7244699,-74.0039,279,4.5,Mediterranean,New York
Baba Ghanouge,40.71511,-74.00758,146,3,Mediterranean,New York
Babaghanouge,40.710636,-74.007965,4,2.5,Mediterranean,New York
Babbo,40.732283,-73.999284,2387,4,Italian,New York
Baby Bo's Cantina,40.74514,-73.97598,609,3.5,Mexican,New York
Babylon Soho,40.7233409,-74.0035484,16,3,Mediterranean,New York
Bacaro,40.71456,-73.99154,382,4,Italian,New York
Baci & Abbracci,40.71390152,-73.96044922,296,4,Italian,New York
Baci Ristorante,40.62452,-74.03091,48,4.5,Italian,New York
Baciccia Pizza e Cucina,40.66377,-73.98437,98,4.5,Italian,New York
Bagatelle,40.739654,-74.005915,720,3.5,Mediterranean,New York
"Bagels By Day, Tacos By Night",40.62795,-74.0765,15,4.5,Mexican,New York
Bahry Fish Market and Restaurant,40.63352,-74.02134,11,4,Mediterranean,New York
Baidar Cafe,40.63645,-74.02593,28,4,Mediterranean,New York
Baita At La Birreria,40.742165,-73.989894,156,3,Italian,New York
Baja Mexican Cuisine,40.75349,-74.026384,208,3.5,Mexican,New York
Baker & Co,40.7313423,-74.0028996,612,4,Italian,New York
Balaboosta,40.73769,-74.00584,39,4,Mediterranean,New York
Balade,40.730251,-73.983001,679,4,Mediterranean,New York
Balade - Your Way,40.75242996,-73.98872375,340,4.5,Mediterranean,New York
Balade Your Way,40.75245,-73.98081,23,4.5,Mediterranean,New York
Balkan Bites,40.75587,-73.99435,1,4,Mediterranean,New York
Balzem,40.721408,-73.995415,414,4,Mediterranean,New York
Bamonte's,40.716579,-73.951174,331,4,Italian,New York
Bann Restaurant,40.7628273,-73.98785923,616,3.5,BBQ,New York
Bap,40.74618,-73.97802,115,4.5,BBQ,New York
Bar B,40.7395804,-73.999118,172,4.5,Italian,New York
Bar Bolinas,40.693499,-73.967389,119,4,Mexican,New York
Bar Bruno,40.6833674,-73.9997959,247,4,Mexican,New York
Bar Italia Madison,40.76789,-73.96847,119,3.5,Italian,New York
Bar Pitti,40.729047,-74.002153,1015,3.5,Italian,New York
Bar Primi,40.725639,-73.991714,602,3.5,Italian,New York
Bar San Miguel,40.68134,-73.9938279,133,4,Mexican,New York
Bar Tano,40.67121124,-73.99094391,230,4,Italian,New York
Bar Toto,40.6669,-73.984672,264,3.5,Italian,New York
Bar Veloce,40.742542,-73.996979,185,3.5,Italian,New York
Bar Veloce,40.76729543,-73.98617333,13,3.5,Italian,New York
Bar Verde,40.72608491,-73.98973614,219,4.5,Mexican,New York
Barano,40.710372,-73.96794,233,4.5,Italian,New York
BarBacon Hell's Kitchen,40.766253,-73.986674,1173,4,Mexican,New York
Barbalu Restaurant,40.7074747,-74.0020404,279,4,Italian,New York
Barbaresco Restaurant,40.76539,-73.96556,89,4,Italian,New York
Barbetta,40.76031,-73.98889,231,3.5,Italian,New York
Barboncino Pizza & Bar,40.67206,-73.95717,923,4,Italian,New York
Barbounia,40.7382,-73.98804,1223,3.5,Mediterranean,New York
Barca,40.6288651,-74.07359023,84,4.5,Italian,New York
Barca,40.6288651,-74.07359023,84,4.5,Mediterranean,New York
Barcha,40.79554,-73.93596,9,4.5,Mediterranean,New York
Barn Joo,40.73684,-73.99069,1548,4,BBQ,New York
Barnacho,40.75403214,-73.96884918,195,4,Mexican,New York
Barolo East,40.75481,-73.97059,79,4.5,Italian,New York
Barosa,40.726197,-73.869795,332,4,Italian,New York
Barrio Chino,40.718022,-73.990026,1097,4,Mexican,New York
Bartolino's Italian Ristorante,40.7607799,-73.92226,179,3.5,Italian,New York
Basil Brick Oven Pizza,40.770946,-73.92001,480,4,Italian,New York
Basso56,40.7655,-73.98267,606,4.5,Italian,New York
Basta Pasta,40.73881,-73.99407,1406,4,Italian,New York
Battello,40.725357,-74.032278,501,3.5,Italian,New York
Battista Ristorante,40.61848,-73.930587,91,4,Italian,New York
Battle Hill Tavern,40.66023,-73.99135,31,4.5,Italian,New York
Bayonne BBQ,40.6643,-74.12488,13,3,BBQ,New York
BBQ Cart,40.738071,-73.877563,2,4.5,BBQ,New York
BBQ Pit,40.7385,-73.98193,14,1.5,BBQ,New York
BEANS Chicken,40.7386284,-73.9819336,15,2.5,BBQ,New York
Becco,40.76083,-73.98981,2811,3.5,Italian,New York
Beefrria Landia,40.747258,-73.887784,17,5,Mexican,New York
Bella Blu,40.769207,-73.962791,238,3.5,Italian,New York
Bella Cholulita,40.701969,-73.924402,5,4,Mexican,New York
Bella Gioia,40.6775302,-73.9827215,203,4.5,Italian,New York
Bella Luna,40.787762,-73.971458,272,3.5,Italian,New York
Bella Napoli,40.7451099,-73.9947,174,3.5,Italian,New York
Bella Via Restaurant,40.74424605,-73.95375447,348,3.5,Italian,New York
Belli Osteria,40.68351998,-73.96690242,239,4,Italian,New York
Bellini Italian Restaurant,40.78457,-73.97317,244,3.5,Italian,New York
Bellini Pizza & Mediterranean,40.78317,-73.95102,4,2.5,Mediterranean,New York
Bellini Seaport,40.70784649,-74.00132898,23,4,Italian,New York
Benito One,40.72001885,-73.99694122,699,4,Italian,New York
Benno,40.74388,-73.98705,28,4.5,Mediterranean,New York
Benny's Burritos,40.73807404,-74.00212378,754,3.5,Mexican,New York
Besito Restaurant and Bar,40.68162,-73.97709,13,3,Mexican,New York
Best Buds Burritos,40.72132275,-73.96068111,3,4.5,Mexican,New York
Bettola,40.78367,-73.97816,193,3.5,Italian,New York
Bevacco,40.69928639,-73.99218835,233,3.5,Italian,New York
Beyoglu,40.7754199,-73.9562399,1130,4,Mediterranean,New York
Bāng Bar,40.76847,-73.983092,83,4,Mediterranean,New York
Biagio's Trattoria,40.71059537,-73.86536437,40,4,Italian,New York
Bice Cucina,40.76247024,-73.97689979,43,4.5,Italian,New York
Big D's Grub Truck,40.703099,-73.9866598,1,4,Mexican,New York
Biga Pizza Italiana Contemporanea,40.72127,-73.984076,74,4.5,Italian,New York
Bigoi Venezia,40.770036,-73.9577755,217,4.5,Italian,New York
Bijan's,40.68803,-73.98671,537,4,Mediterranean,New York
Bin 14,40.75302,-74.02647,464,3.5,Italian,New York
Bin 141,40.72391,-73.98529,16,4.5,Italian,New York
Bin 5,40.613335,-74.065258,344,4.5,Italian,New York
Biricchino,40.7488744,-73.99546869,113,3.5,Italian,New York
Birreria,40.74197,-73.9895,1400,3,Italian,New York
Bistango,40.7425771,-73.9800892,686,4,Italian,New York
Bistango,40.75628,-73.97144,261,4,Italian,New York
Bistro Casa Azul,40.79659,-73.93229,21,5,Mexican,New York
Bistro Les Amis,40.724678,-74.002624,361,4,Italian,New York
Bite,40.733163,-73.986158,608,4,Mediterranean,New York
Bite,40.72573186,-73.99463381,258,4,Mediterranean,New York
Bite,40.74189,-73.99305,303,4,Mediterranean,New York
BK Burrito,40.64296,-73.99109,3,3.5,Mexican,New York
BK Taco Factory,40.699987,-73.921334,13,4.5,Mexican,New York
Bklyn Pizza,40.68906403,-73.92419434,121,3.5,Italian,New York
BlackSea Fish & Grill,40.7301,-73.863538,338,4,Mediterranean,New York
Bleecker Street Pizza,40.7320627,-74.00365523,2267,4,Italian,New York
Blockheads,40.73123,-73.98905,224,3.5,Mexican,New York
Blockheads,40.7551,-73.96802,451,3.5,Mexican,New York
Blockheads,40.76271553,-73.98763161,766,3.5,Mexican,New York
Blockheads,40.79024,-73.97274,244,3.5,Mexican,New York
Blue,40.645338,-74.107791,301,4,Mediterranean,New York
Blue Agave,40.6330902,-74.0268565,227,4,Mexican,New York
Blue Agave Mexican Restaurant & Bar,40.61788773,-73.99902141,120,3.5,Mexican,New York
Blue Eyes Restaurant,40.74159043,-74.02616293,247,3.5,Italian,New York
Blue Maiz,40.75543,-73.99071,241,4,Mexican,New York
Blue Seafood Bar,40.76685,-73.98615,145,3.5,Mediterranean,New York
Blue Smoke,40.714486,-74.0152768,621,3.5,BBQ,New York
Blue Smoke,40.74228,-73.98375,1725,3.5,BBQ,New York
Bocca Di Bacco,40.7445631,-74.0030779,181,3.5,Italian,New York
Bocca Di Bacco,40.7602649,-73.991703,262,3.5,Italian,New York
Bocca di Bacco Hell's Kitchen,40.7662168,-73.9867943,636,3.5,Italian,New York
Bocca Restaurant and Bar,40.73826,-73.98886,357,3.5,Italian,New York
Bocce USQ,40.73671837,-73.99055643,89,4,Italian,New York
Bodega Negra,40.74214144,-74.00357819,653,3.5,Mexican,New York
Bodrum Mediterranean Restaurant,40.78935,-73.97411,377,4,Mediterranean,New York
Bonafini,40.65704,-73.96003,335,4,Italian,New York
Bonao Chimi,40.69144058,-73.86502075,4,4.5,Mexican,New York
Bond 45,40.7591637,-73.98597883,687,3.5,Italian,New York
Border Burrito,40.71403,-73.96147,24,4,Mexican,New York
Borrachito,40.7295,-73.98084,19,4,Mexican,New York
Bosna Express,40.70478914,-73.90240435,60,4,Mediterranean,New York
Boston Jerk City Restaurant,40.6396,-73.92928,20,3,BBQ,New York
Botanas Restaurant,40.70332,-73.92153,3,3.5,Mexican,New York
Botte Bar,40.76334181,-73.92817509,76,4.5,Italian,New York
Bottega Restaurant,40.7677346,-73.9593295,120,3.5,Italian,New York
Bottino,40.74845,-74.00321,279,3.5,Italian,New York
Boulud Sud,40.77186142,-73.98162561,725,4,Mediterranean,New York
Boutique Bistro Bar,40.775414,-73.9093017,60,4.5,Mediterranean,New York
Brad's Burgers & BBQ,40.786064,-73.9727092,39,4,BBQ,New York
Brazeiro Churrascaria,40.7855359,-74.0094707,144,4,BBQ,New York
Bread & Butter,40.75378326,-73.9714067,102,2.5,Mexican,New York
Bread & Tulips,40.74215,-73.98472,265,4,Italian,New York
Breakfast Burritos El Donkey,40.7421586,-74.0047099,23,4.5,Mexican,New York
Breakroom,40.71669072,-73.99994401,1568,4.5,Mexican,New York
Briciola,40.7637997,-73.98809195,807,4,Italian,New York
Broccolino,40.68193115,-73.97627279,257,3.5,Italian,New York
Brooklyn Ice House,40.67919,-74.011099,221,4.5,BBQ,New York
Brooklyn Pizza Crew,40.67279,-73.95053,131,3.5,Italian,New York
Brooklyn Pizza Market,40.68273,-73.99305,85,3.5,Italian,New York
Brooks 1890 Restaurant,40.74638933,-73.94411914,72,2.5,Italian,New York
Brother Jimmy's BBQ,40.74451014,-73.98077122,490,3,BBQ,New York
Brothers Taverna,40.770903,-73.908172,154,4.5,Mediterranean,New York
Brunetti Pizza,40.73829,-74.0054,279,4,Italian,New York
Bubby's Burritos on Wheels,40.7153,-74.03406,4,4.5,Mexican,New York
Buca di Beppo Italian Restaurant,40.757923,-73.985216,395,3.5,Italian,New York
Buddy's Burrito & Taco Bar,40.685341,-73.994661,159,4,Mexican,New York
Buff Patty,40.69299,-73.971146,102,3,BBQ,New York
Buon Appetito,40.67835,-74.10568,165,4,Italian,New York
Burger One,40.77527806,-73.9587345,190,4,Mexican,New York
Burrito Bar,40.678342,-73.9730639,698,3,Mexican,New York
Burrito Bar,40.630321,-74.108752,203,3,Mexican,New York
Burrito Loco,40.73195,-74.00154,272,3,Mexican,New York
Burrito Republic,40.70067793,-73.89915895,86,4,Mexican,New York
burritos juarez,40.72056891,-73.96192189,1,5,Mexican,New York
Burritos y Mas NY Tex-Mex,40.7887687,-73.94862599,152,4,Mexican,New York
Bushwick Pita Palace,40.70753,-73.93965,200,3.5,Mediterranean,New York
Bushwick Pita Palace,40.70753,-73.93965,200,3.5,Mexican,New York
Bushwick Taco,40.692,-73.90616,133,4,Mexican,New York
Busso's On the Pier,40.64483,-74.0225899,2,3.5,BBQ,New York
Bustan,40.7859082,-73.9759551,493,4,Mediterranean,New York
Butcher Bar,40.76431,-73.9164,1941,4,BBQ,New York
